ID,Posted_date,Job Title from List,Job Title,Job Type,Company,Country,Location,Hard Skills,Soft Skills,Languages,Salary Info,Source
879,01/28/2025,unknown,IT Department Specialist,Work,Komanda IT spetsialistov #connector,Uzbekistan,Tashkent,N/A,,"Russian, Uzbek",7500000.0,hh.uz
880,01/28/2025,unknown,IT specialist,Work,Home Shopping Media,Uzbekistan,Tashkent,N/A,Multitasking,"Russian, Uzbek",,hh.uz
881,01/10/2025,unknown,Frontend developer,Work,ONEVIZION CA,Uzbekistan,Tashkent,"Git, JavaScript, Oracle","Responsibility, Adaptability, Self-Motivation","English B1, Russian C1, Uzbek",39000000.0,hh.uz
882,01/15/2025,unknown,Frontend developer,Work,GOOD ONE,Uzbekistan,Tashkent,"Adobe XD, Bootstrap, CSS, Figma, Git, JavaScript","Teamwork, Attention to detail",Russian C1,,hh.uz
883,01/31/2025,unknown,Programmer - developer,Work,Predstavitel'stvo ITF LLC v RUz,Uzbekistan,Tashkent,".NET, AWS, Azure, Azure DevOps, Docker, Git, Kubernetes, SQL","Teamwork, Communication","English, Russian",,hh.uz
884,02/03/2025,unknown,Technical specialist,Work,ZORDOC,Uzbekistan,Tashkent,N/A,"Communication, Responsibility, Self-Motivation",Uzbek,7500000.0,hh.uz
885,02/03/2025,unknown,Motion designer,Work,NUMBER ELEVEN,Uzbekistan,Tashkent,"Adobe Illustrator, Adobe Photoshop, Figma","Teamwork, Self-Motivation",Uzbek,12000000.0,hh.uz
886,01/28/2025,unknown,Price Monitoring Specialist,Work,GTR Asia,Uzbekistan,Fergana,Excel,"Analytical thinking, Communication, Teamwork","Russian B2, Uzbek B2",,hh.uz
887,01/23/2025,unknown,System administrator,Work,Fond Art and Culture Development Foundation,Uzbekistan,Tashkent,"Linux, MySQL, PostgreSQL, SQLite, Windows Server",,"English, Russian, Uzbek",14000000.0,hh.uz
888,02/03/2025,unknown,UX/UI designer,Work,UPGROW,Uzbekistan,Tashkent,"Adobe Photoshop, CSS, Figma","Creativity, Teamwork, Attention to detail",,6000000.0,hh.uz
889,01/24/2025,unknown,System administrator,Work,DELTA MIKROMOLIYA TASHKILOTI,Uzbekistan,Tashkent,"SQL, Windows Server","Problem-Solving, Teamwork, Communication","English B2, Russian C1, Uzbek",20000000.0,hh.uz
890,01/30/2025,unknown,Telecommunications Systems Design Engineer,Work,O‘ZENERGOINJINIRING,Uzbekistan,Tashkent,N/A,"Communication skills, Teamwork skills, Responsibility",,14000000.0,hh.uz
891,01/27/2025,unknown,FullStack developer Russian language,Work,AIVA Group,Uzbekistan,Tashkent,"Bootstrap, CSS, Git, Laravel, Linux, PHP, PHP7",,Uzbek,8000000.0,hh.uz
892,01/13/2025,unknown,"Leading Specialist, IT Infrastructure Department",Work,LUKOJL Uzbekistan Operejting Kompani,Uzbekistan,Tashkent,"Azure, Linux, SSH, Windows Server","Problem-solving, Teamwork, Self-Motivation",English,,hh.uz
893,02/03/2025,unknown,Graphic designer for production,Work,Garment Textile Group,Uzbekistan,Tashkent,N/A,Punctuality,Russian,5000000.0,hh.uz
894,01/26/2025,unknown,React.js Developer Junior,Work,YATT AXTARIYEV AMIR RAISOVICH,Uzbekistan,Bukhara,"CSS, Figma, Git, JavaScript, React, TypeScript","Teamwork, Adaptability",English B1,114500.0,hh.uz
895,01/28/2025,unknown,IT project manager,Work,CIVITTA CA,Uzbekistan,Tashkent,Assembly,"Leadership, Communication, Teamwork, Problem-Solving, Adaptability","English, Uzbek",,hh.uz
896,01/16/2025,unknown,Chat operator,Work,Top contact,Uzbekistan,Tashkent,N/A,"Responsibility, Problem-solving, Attention to detail, Multitasking, Ability to learn, Stress resistance, Customer focus","Russian C1, Uzbek C1",4000000.0,hh.uz
897,01/27/2025,unknown,Backend Middle Python Developer,Work,Digital City,Uzbekistan,Andijan,"AWS, Ansible, Django, Docker, FastAPI, Git, GitHub, Linux, MySQL, Pandas, PostgreSQL, Python, RabbitMQ, SQL, Vue.js","Problem-solving, Communication, Collaboration",English,11500000.0,hh.uz
898,01/27/2025,unknown,Graphic designer,Work,ALIYEVA FARANGIZ ABDULLAYEVNA,Uzbekistan,Tashkent,N/A,"Creative Thinking, Discipline, Responsibility",,6000000.0,hh.uz
899,01/28/2025,unknown,Unreal Engine Developer,Work,Buynow,Uzbekistan,Tashkent,"Python, Unity, Unreal Engine",,"English, Russian",13000000.0,hh.uz
900,01/15/2025,unknown,Graphic designer,Work,MAS Market,Uzbekistan,Tashkent,"Adobe Illustrator, Adobe Photoshop, CorelDRAW","Creativity, Adaptability, Problem-Solving",,6500000.0,hh.uz
901,01/27/2025,unknown,Graphic designer,Work,ALIYEVA FARANGIZ ABDULLAYEVNA,Uzbekistan,Tashkent,N/A,"Creative Thinking, Discipline, Responsibility",,6000000.0,hh.uz
902,01/28/2025,unknown,Unreal Engine Developer,Work,Buynow,Uzbekistan,Tashkent,"Python, Unity, Unreal Engine",,"English, Russian",13000000.0,hh.uz
903,01/30/2025,unknown,Middle Devops engineer,Work,Tashpulatov Zhavohir Zafarzhonovich,Uzbekistan,Tashkent,"AWS, Ansible, Azure, Bash, Docker, GCP, GitLab CI/CD, Grafana, Jenkins, Kubernetes, Linux, Prometheus, Terraform",,Russian,22750000.0,hh.uz
904,01/10/2025,unknown,Exterior and interior designer,Work,SanjarArchGroup,Uzbekistan,Tashkent,Adobe Photoshop,,,13000000.0,hh.uz
905,01/31/2025,unknown,Date analyst / Product analyst,Work,Asakabank,Uzbekistan,Tashkent,"Excel, Power BI, Python, SQL, Tableau","Problem-Solving, Communication, Adaptability, Teamwork, Analytical Thinking,  Decision-Making",Uzbek,,hh.uz
906,01/20/2025,unknown,System administrator,Work,Asialuxe Travel,Uzbekistan,Tashkent,Linux,Teamwork,,,hh.uz
907,01/28/2025,unknown,Project Manager Junior/Middle,Work,NOU Forward Edu Academy,Uzbekistan,Tashkent,"JIRA, Trello","Teamwork, Communication, Organizational skills","English, Russian, Uzbek",,hh.uz
908,01/30/2025,unknown,Python Backend Developer Team Lead,Work,Nextgen IT,Uzbekistan,Samarkand,"CSS, Django, Git, Java, Python","Leadership, Teamwork, Adaptability","English, Russian C1, Uzbek B2",8000000.0,hh.uz
909,01/05/2025,unknown,Frontend developer only Tashkent,Work,DUCKERS,Uzbekistan,Tashkent,"CSS, Git, JavaScript, React","Communication, Adaptability, Self-Motivation",Russian C1,,hh.uz
910,01/29/2025,unknown,Senior PHP Laravel,Work,CONSORT TAS,Uzbekistan,Tashkent,"CSS, Docker, Git, Laravel, MySQL, PHP, PostgreSQL, SQL",Problem-solving,Russian C1,45500000.0,hh.uz
911,01/24/2025,unknown,Interior designer-visualizer,Work,Luxhouse,Uzbekistan,Tashkent,N/A,"Communication, Teamwork",,10000000.0,hh.uz
912,02/03/2025,unknown,Junior User Support Specialist,Work,Kundalik,Uzbekistan,Tashkent,PowerPoint,"Communication, Responsibility, Sociability, Stress Resistance, Goodwill, Learning Ability, Problem-Solving","Russian native, Uzbek native",5000000.0,hh.uz
913,01/28/2025,unknown,Support manager,Work,CRADLE VISION TECH,Uzbekistan,Tashkent,N/A,"Communication, Teamwork",,,hh.uz
914,01/10/2025,unknown,Process Performance Engineer,Work,ENERSOK,Uzbekistan,Sirdarya,N/A,"Problem-Solving, Communication, Leadership, Teamwork, Adaptability","English, Russian, Uzbek",,hh.uz
915,01/30/2025,unknown,Web designer,Work,ChP VELVET WEB DEVELOPMENT GROUP,Uzbekistan,Tashkent,"Adobe Illustrator, Adobe Photoshop, CorelDRAW, Figma",,"English, Russian, Uzbek",3000000.0,hh.uz
916,01/28/2025,unknown,Price Monitoring Specialist,Work,GTR Asia,Uzbekistan,Namangan,Excel,"Analytical thinking, Communication, Teamwork","Russian B2, Uzbek B2",,hh.uz
917,01/29/2025,unknown,Project Manager in IT,Work,STEM,Uzbekistan,Tashkent,"CSS, JIRA, JavaScript, MySQL, Trello","Leadership, Problem-Solving, Communication, Adaptability","Russian, Uzbek",10000000.0,hh.uz
918,01/28/2025,unknown,Graphic designer,Work,ChP DS TEAM,Uzbekistan,Tashkent,"Adobe Illustrator, Adobe Photoshop, CorelDRAW, Figma","Creative Thinking, Teamwork, Adaptability","Russian C2, Uzbek",7000000.0,hh.uz
919,01/29/2025,unknown,Software engineer for automated process control systems,Work,METAPOWERENERGY,Uzbekistan,Tashkent,N/A,,,16500000.0,hh.uz
920,01/30/2025,unknown,IT Project Manager Product Manager,Work,QASSOB,Uzbekistan,Tashkent,"JIRA, Trello","Leadership, Communication, Problem-Solving, Adaptability, Teamwork, Self-Motivation","English, Russian, Uzbek",22750000.0,hh.uz
921,01/15/2025,unknown,3D visualizer,Work,YATT AKBAROVA MADINA DIYOROVNA,Uzbekistan,Tashkent,N/A,,,9750000.0,hh.uz
922,01/30/2025,unknown,IT Project Manager/PM,Work,IT GENIUS,Uzbekistan,Tashkent,N/A,"Leadership, Teamwork, Communication, Problem-Solving, Adaptability, Time Management, Prioritization, Risk Management",,,hh.uz
923,01/29/2025,unknown,Managing Director,Work,Go To Korea Study,Uzbekistan,Tashkent,N/A,"Teamwork, Conflict Management","English C1, Russian C1, Uzbek C1",10400000.0,hh.uz
924,01/14/2025,unknown,React JS Developer,Work,APOINT,Uzbekistan,Tashkent,"CSS, Docker, Git, GitHub, JavaScript, Linux, Node.js, React, TypeScript",Teamwork,"English, Russian",11000000.0,hh.uz
925,01/07/2025,unknown,Product owner,Work,BRB-TECH,Uzbekistan,Tashkent,N/A,"Communication, Problem-Solving, Teamwork, Leadership, Adaptability, Analytical Thinking","English B1, Russian B1",,hh.uz
926,01/14/2025,unknown,Frontend developer,Work,WIENER DEMING,Uzbekistan,Tashkent,"CSS, Git, JavaScript, React, TypeScript",,,8500000.0,hh.uz
927,01/15/2025,unknown,Animator,Work,Intermed Innovation Trade,Uzbekistan,Tashkent,N/A,"Creativity, Responsibility, Honesty, Attentiveness, Punctuality","Russian, Uzbek",3000000.0,hh.uz
928,01/24/2025,unknown,Graphic designer,Work,SPACE ONLINE GENESIS,Uzbekistan,Tashkent,"Adobe Illustrator, Adobe Photoshop, CorelDRAW","Creativity, Independence","Russian B2, Uzbek C1",6000000.0,hh.uz
929,01/06/2025,unknown,Server Hardware Engineer,Work,Light Technology,Uzbekistan,Tashkent,Linux,"Initiative, Self-Motivation","English B2, Russian C2",,hh.uz
930,01/20/2025,unknown,Architectural visualizer,Work,ARCHITECTURE DESIGN AND URBAN PLANNING,Uzbekistan,Tashkent,"Blender, Unreal Engine","Creative Thinking, Attention to Detail, Adaptability, Teamwork",Uzbek,7500000.0,hh.uz
931,01/16/2025,unknown,Marketing Data Analyst,Work,Prospero agency,Uzbekistan,Tashkent,Excel,"Analytical Thinking, Problem-Solving, Communication, Interpersonal Skills, Adaptability",,7500000.0,hh.uz
932,01/16/2025,unknown,Interior designer visualizer,Work,LASPHERA DESIGN BUREAU,Uzbekistan,Tashkent,Adobe Photoshop,,"Russian C2, Uzbek",,hh.uz
933,01/29/2025,unknown,Technical Coordinator Deputy Director,Work,CIVITTA CA,Uzbekistan,Tashkent,"Apache, Cassandra, Linux, MongoDB, MySQL, PostgreSQL, Python",,"English, Russian, Uzbek",,hh.uz
934,02/03/2025,unknown,React Native Middle/Senior,Work,BRB-TECH,Uzbekistan,Tashkent,"GitHub, GitHub Actions, JavaScript, Kotlin, React, Swift, TypeScript",,"English B1, Russian B1",,hh.uz
935,01/27/2025,unknown,Art director,Work,FCB ARTGROUP,Uzbekistan,Tashkent,"Adobe XD, Figma","Leadership, Problem-Solving, Creative Thinking, Negotiation, Communication",,,hh.uz
936,01/27/2025,unknown,Project Manager,Work,ChP «ZAMIN TECHNO LUX»,Uzbekistan,Tashkent,"Adobe Photoshop, CorelDRAW","Teamwork, Communication, Creativity, Problem-Solving",,15000000.0,hh.uz
937,02/01/2025,unknown,Project manager/PM,Work,UPGROW,Uzbekistan,Tashkent,N/A,"Teamwork, Problem-Solving, Communication, Leadership, Adaptability, Organizational skills",English,8000000.0,hh.uz
938,01/20/2025,unknown,Networking Engineer,Work,LOIALTE,Uzbekistan,Tashkent,N/A,"Problem-Solving, Adaptability",Uzbek,,hh.uz
939,01/15/2025,unknown,Java Developer Middle/Senior,Work,EPISODE ONE,Uzbekistan,Tashkent,"Apache, Apache Kafka, Git, Java, Maven, Oracle, PostgreSQL, RabbitMQ, Spring","Responsibility, Teamwork",,50000000.0,hh.uz
940,01/15/2025,unknown,Graphic designer,Work,FOM GROUP,Uzbekistan,Tashkent,"Adobe Photoshop, Figma","Creativity, Attention to detail",English,12500000.0,hh.uz
941,01/13/2025,unknown,React developer,Work,BELCOR,Uzbekistan,Tashkent,"CSS, Docker, Git, Linux, React, TypeScript",Teamwork,"English, Russian",11000000.0,hh.uz
942,01/10/2025,unknown,IT Department Specialist,Work,LEADING BUSINESS SOFTWARE,Uzbekistan,Tashkent,N/A,"Communication, Problem-Solving",Russian,10000000.0,hh.uz
943,01/28/2025,unknown,Information Security Specialist IT Security,Work,KDB Bank Uzbekistan,Uzbekistan,Tashkent,N/A,"Responsibility, Organization, Work Planning, Initiative","English B1, Russian C1, Uzbek C1",,hh.uz
944,01/27/2025,unknown,Procurement Specialist for the Expansion and Modernization of Public-School Infrastructure Project,Work,GU O‘ZBEKISTON RESPUBLIKASI MAKTABGACHA VA MAKTAB TA'LIMI VAZIRLIGI DAVLAT MUASSASASI,Uzbekistan,Tashkent,N/A,"Leadership, Problem-Solving, Communication, Teamwork, Negotiation","English, Russian, Uzbek",,hh.uz
945,01/14/2025,unknown,Director of After Sales Service,Work,MACHINERY MOTORS INVESTMENT GROUP,Uzbekistan,Tashkent,N/A,,,40000000.0,hh.uz
946,01/23/2025,unknown,3D Designer,Work,UMAROVS PROJECT,Uzbekistan,Tashkent,N/A,"Communication, Teamwork",,4500000.0,hh.uz
947,01/29/2025,unknown,Backend Laravel developer middle,Work,STEM,Uzbekistan,Tashkent,"AWS, Docker, Git, Laravel, MySQL, PostgreSQL, React, SQL, Vue.js","Teamwork, Adaptability, Problem-Solving, Communication, Negotiation",,10000000.0,hh.uz
948,01/29/2025,unknown,Product Manager Representative Office of the French pharmaceutical company Innotech,Work,Laboratoire Innotech International,Uzbekistan,Tashkent,N/A,"Strategic thinking, Problem-Solving, Communication, Leadership, Teamwork","English B2, Russian, Uzbek",,hh.uz
949,01/15/2025,unknown,IT Project Manager Product Manager,Work,QASSOB,Uzbekistan,Tashkent,"JIRA, Trello","Leadership, Communication, Teamwork, Adaptability, Self-Motivation","English, Russian, Uzbek",22750000.0,hh.uz
950,01/11/2025,unknown,Python Developer Middle,Work,ANYSOFT,Uzbekistan,Tashkent,"Django, Docker, FastAPI, Git, GitHub, JIRA, Kubernetes, Linux, MongoDB, MySQL, Nginx, PostgreSQL, Python, SSH","Creativity, Teamwork, Adaptability","English, Russian, Uzbek",12500000.0,hh.uz
951,01/15/2025,unknown,IT Project Manager Product Manager,Work,QASSOB,Uzbekistan,Tashkent,"JIRA, Trello","Leadership, Communication, Problem-Solving, Teamwork, Adaptability, Self-Motivation","English, Russian, Uzbek",22750000.0,hh.uz
952,01/11/2025,unknown,Python Developer Middle,Work,ANYSOFT,Uzbekistan,Tashkent,"Django, Docker, FastAPI, Git, GitHub, JIRA, Kubernetes, Linux, MongoDB, MySQL, Nginx, PostgreSQL, Python, SSH","Creativity, Teamwork, Adaptability","English, Russian, Uzbek",12500000.0,hh.uz
953,01/31/2025,unknown,International Relations Specialist / Project Manager,Intern,Ziyo Forum,Uzbekistan,Tashkent,N/A,"Initiative, Communication skills","English, Russian",7000000.0,hh.uz
954,01/10/2025,unknown,Frontend Developer,Work,Startups DNA (OOO SARAFAN),Uzbekistan,Tashkent,"CSS, Git, JavaScript, Mocha, React, TypeScript, Vue.js","Teamwork, Communication",,,hh.uz
955,01/07/2025,unknown,3D Jewelry Modeler,Work,MARAKANDA JEWEL,Uzbekistan,Tashkent,N/A,"Creativity, Artistic abilities",Uzbek,7500000.0,hh.uz
956,01/28/2025,unknown,Systems Analyst,Work,Global Solutions,Uzbekistan,Tashkent,JIRA,"Communication, Problem-Solving, Analytical Thinking, Teamwork","Russian C2, Uzbek C1",20000000.0,hh.uz
957,01/16/2025,unknown,Flutter Mobile Developer,Work,Consort Group,Uzbekistan,Tashkent,"Dart, Firebase, Flutter, Git",,,6000000.0,hh.uz
958,01/16/2025,unknown,Senior UX/UI Designer,Work,Growave,Uzbekistan,Tashkent,"Adobe Illustrator, Adobe Photoshop, CSS, Figma","Teamwork, Adaptability, Communication",English,39000000.0,hh.uz
959,01/13/2025,unknown,Graphic designer,Work,MY SAFAR AS,Uzbekistan,Tashkent,Adobe Photoshop,"Creative Thinking, Teamwork, Self-Motivation","Russian, Uzbek",5250000.0,hh.uz
960,01/28/2025,unknown,Head of IT projects Middle PM,Work,CYBREX,Uzbekistan,Tashkent,N/A,"Communication, Problem-Solving, Leadership, Teamwork, Adaptability, Self-Motivation",,13000000.0,hh.uz
961,01/13/2025,unknown,Project Manager,Work,Zeppelin Central Asia Machinery,Uzbekistan,Tashkent,N/A,,English,,hh.uz
962,01/06/2025,unknown,Frontend developer,Work,Tafakkur Group,Uzbekistan,Tashkent,"Bootstrap, CSS, Figma, JavaScript, React, Tailwind CSS, TypeScript",,,9000000.0,hh.uz
963,01/14/2025,unknown,Graphic designer,Work,IDEAL ELEKTRO LYUKS,Uzbekistan,Samarkand,"Adobe Illustrator, Adobe Photoshop, CSS, CorelDRAW","Creative Thinking, Teamwork, Adaptability",,5500000.0,hh.uz
964,01/27/2025,unknown,Senior 1C Programmer,Work,SHUKRONA SUPERMARKET,Uzbekistan,Tashkent,N/A,,,6000000.0,hh.uz
965,01/16/2025,unknown,Game developer,Work,Simple Networking Solutions,Uzbekistan,Tashkent,N/A,,Uzbek,,hh.uz
966,01/13/2025,unknown,Mobilegraph to the agency,Work,Alternativa -V-O MChZh,Uzbekistan,Tashkent,N/A,"Creative mindset, Out-of-the-box thinking, Time management",Russian,5000000.0,hh.uz
967,01/24/2025,unknown,Designer,Work,The Buzz,Uzbekistan,Tashkent,"Adobe Illustrator, CorelDRAW","Creative Thinking, Teamwork, Attention to Detail, Initiative, Responsibility",Russian,8000000.0,hh.uz
968,01/09/2025,unknown,Motion designer 2D/3D,Work,KIDISI,Uzbekistan,Tashkent,"Adobe Illustrator, Adobe Photoshop","Creativity, Communication, Teamwork","Russian C2, Uzbek B2",,hh.uz
969,01/16/2025,unknown,Graphic Designer - Royal Marketing Agency,Work,TOP MOTORS (RSS GOLD INVESTMENT),Uzbekistan,Tashkent,Adobe Photoshop,"Creative Thinking, Communication, Teamwork",,5000000.0,hh.uz
970,01/20/2025,unknown,Frontend developer,Work,INTERACTIVE-NUKUS,Uzbekistan,Karakalpakstan,"CSS, Git, JavaScript","Punctuality, Striving for knowledge","English, Russian",3500000.0,hh.uz
971,01/22/2025,unknown,Frontend - Vue,Work,"O'ZBEKISTON RESPUBLIKASI INVESTITSIYALAR, SANOAT VA SAVDO VAZIRLIGI QOSHIDAGI RAQAMLASHTIRISH MARKAZI MCHJ",Uzbekistan,Tashkent,"CSS, Git, JavaScript, Tailwind CSS, TypeScript, Vue.js","Adaptability, Problem-Solving, Responsibility",,6500000.0,hh.uz
972,01/29/2025,unknown,Project manager with knowledge of English and Russian languages,Work,Wellness Point LLC,Uzbekistan,Tashkent,N/A,"Teamwork, Result orientation, Presentation","English C1, Russian C2",10000000.0,hh.uz
973,01/04/2025,unknown,Interior designer,Work,DAVR TRADE SHOP,Uzbekistan,Tashkent,"Excel, Word","Punctuality, Teamwork, Stress Resistance",,,hh.uz
974,01/08/2025,unknown,Project Manager,Work,Unique Present Media Holding,Uzbekistan,Tashkent,N/A,"Problem-Solving, Communication, Teamwork, Adaptability",,10000000.0,hh.uz
975,01/06/2025,unknown,.NET Developer,Work,Tafakkur Group,Uzbekistan,Tashkent,".NET, ASP.NET, ASP.NET Core, Git, PostgreSQL, RabbitMQ, React, SQL",Teamwork,Uzbek,,hh.uz
976,01/30/2025,unknown,Team Lead Development Group Leader,Work,Strahovaja kompanija INSON,Uzbekistan,Tashkent,"Git, Java, Oracle, React, SQL, Spring, TypeScript","Teamwork, Leadership, Communication","Russian C1, Uzbek",,hh.uz
977,01/28/2025,unknown,Lead Programmer,Work,CYBREX,Uzbekistan,Tashkent,".NET, Angular, Docker, GitLab CI/CD, Kubernetes, Oracle, PostgreSQL, SQL",Teamwork,,19500000.0,hh.uz
978,01/16/2025,unknown,Backend developer,Work,Consort Group,Uzbekistan,Tashkent,"AWS, Docker, GCP, Git, JavaScript, MongoDB, Node.js, PostgreSQL, TypeScript",,,12500000.0,hh.uz
979,01/27/2025,unknown,System administrator 1c administrator,Work,KASBURG,Uzbekistan,Samarkand,"Linux, MySQL, PostgreSQL, SQL, Windows Server","Multitasking, Teamwork",,,hh.uz
980,01/09/2025,unknown,Graphic designer,Work,The Agency,Uzbekistan,Tashkent,"Adobe Illustrator, Adobe Photoshop, CorelDRAW","Teamwork, Communication, Creativity, Self-Motivation",,6500000.0,hh.uz
981,01/06/2025,unknown,React developer,Work,Nextgen IT,Uzbekistan,Samarkand,"Git, React, TypeScript",,Russian,5500000.0,hh.uz
982,02/01/2025,unknown,React Native Mobile Developer,Work,Nextgen IT,Uzbekistan,Samarkand,"Git, React, TypeScript","Responsibility, Punctuality","Russian C2, Uzbek C1",12500000.0,hh.uz
983,01/27/2025,unknown,Business Analyst,Work,NEXT GENERATION DEVELOPMENT,Uzbekistan,Tashkent,N/A,"Analytical Thinking, Problem-Solving, Communication, Teamwork, Self-Motivation, Critical Thinking, Creative Thinking","English, Uzbek",,hh.uz
984,01/23/2025,unknown,Flutter Developer,Work,SMART WARE,Uzbekistan,Tashkent,"CSS, Dart, Flutter, Git, GitHub","Communication, Problem-Solving",English fluent,,hh.uz
985,01/14/2025,unknown,SAP Consultant,Work,BCLOUDS,Uzbekistan,Tashkent,"Excel, SAP, SQL","Teamwork, Business analysis",,9000000.0,hh.uz
986,01/24/2025,unknown,Cybersecurity Manager,Work,AKB Madad Invest Bank,Uzbekistan,Tashkent,N/A,Teamwork,,,hh.uz
987,01/16/2025,unknown,Technical Support Engineer,Work,TASHSOFTCOM,Uzbekistan,Tashkent,"Ansible, Bash, Grafana, Linux, Python, Wireshark","Problem-solving, Communication, Teamwork, Adaptability","English, Russian, Uzbek",,hh.uz
988,01/14/2025,unknown,3D Max Designer,Work,STROY 1445,Uzbekistan,Tashkent,"Adobe Photoshop, CorelDRAW","Creative Thinking, Attention to Detail, Responsibility",,7500000.0,hh.uz
989,01/09/2025,unknown,Analyst specialist,Work,NOBEL PHARMSANOAT,Uzbekistan,Tashkent,N/A,,"English A1, Russian C1, Uzbek C1, Turkish",,hh.uz
990,01/27/2025,unknown,Project Management Manager,Work,UZLED,Uzbekistan,Tashkent,N/A,"Negotiation, Communication, Leadership, Analytical Thinking, Problem-Solving, Self-Motivation",,8750000.0,hh.uz
991,01/13/2025,unknown,BPMN Business Analyst,Work,Apko Digitality,Uzbekistan,Tashkent,N/A,"Communication, Teamwork, Problem-Solving, Adaptability","English B2, Russian C2",22750000.0,hh.uz
992,01/15/2025,unknown,Middle 2D illustrator,Work,DEV SOLUTIONS CIS,Uzbekistan,Tashkent,"Adobe Illustrator, Adobe Photoshop, Blender, Procreate","Teamwork, Independence",,,hh.uz
993,01/09/2025,unknown,Assistant Sales Database Analyst,Work,AQUA PRODUCTS,Uzbekistan,Tashkent,Excel,"Communication, Adaptability, Self-Motivation",,,hh.uz
994,01/27/2025,unknown,Project Manager,Work,CRADLE VISION TECH,Uzbekistan,Tashkent,"JIRA, Trello","Leadership, Communication, Problem-Solving, Adaptability",,11000000.0,hh.uz
995,01/13/2025,unknown,Graphic designer,Work,Goodwell,Uzbekistan,Tashkent,"Adobe Illustrator, Adobe Photoshop, Combine","Creativity, Teamwork, Self-Organization",,8000000.0,hh.uz
996,01/06/2025,unknown,Director of Information Technology,Work,Sapsan-M,Uzbekistan,Tashkent,N/A,"Communication, Problem-Solving, Leadership, Analytical Thinking, Adaptability","Russian C1, Uzbek B1",,hh.uz
997,01/28/2025,unknown,IT Project Manager,Work,GEEDBRO,Uzbekistan,Tashkent,"Asana, JIRA, Notion, Trello","Communication, Leadership, Problem-Solving, Time Management, Adaptability","English, Russian, Uzbek",17500000.0,hh.uz
998,01/22/2025,unknown,Administrator,Work,NEVOTAG,Uzbekistan,Tashkent,N/A,"Honesty, Politeness, Intelligence, Telephone negotiations, Business correspondence, Negotiations, Customer focus, Consultative sales","Russian C1, Uzbek C1",3500000.0,hh.uz
999,01/24/2025,unknown,1C Programmer,Work,Amina Savdo,Uzbekistan,Tashkent,"Excel, Word",,"English A1, Russian B2",10000000.0,hh.uz
1000,01/24/2025,unknown,1C Programmer,Work,Amina Savdo,Uzbekistan,Namangan,"Excel, Word",,"English A1, Russian B2",10000000.0,hh.uz
1001,01/22/2025,unknown,Administrator,Work,NEVOTAG,Uzbekistan,Tashkent,N/A,"Honesty, Politeness, Intelligence, Telephone negotiations, Business correspondence, Negotiations, Customer focus, Consultative sales","Russian C1, Uzbek C1",3500000.0,hh.uz
1002,01/06/2025,unknown,Flutter Developer middle,Work,Tafakkur Group,Uzbekistan,Tashkent,"CSS, Dart, Figma, Firebase, Flutter, Git","Teamwork, Problem-Solving, Adaptability",,,hh.uz
1003,01/15/2025,unknown,Backend Developer 2 Middle,Work,UZBEKSKAJa RESPUBLIKANSKAJa TOVARNO-SYR'EVAJa BIRZhA,Uzbekistan,Tashkent,".NET, Oracle",,,10000000.0,hh.uz
1004,01/21/2025,unknown,Head of Information Security Department,Work,UNICON.UZ,Uzbekistan,Tashkent,N/A,Analytical skills,,,hh.uz
1005,01/27/2025,unknown,Systems Analyst,Work,CYBREX,Uzbekistan,Tashkent,"Confluence, Git, JIRA, SQL","Analytical thinking, Teamwork, Communication, Responsibility, Stress resistance","English, Uzbek",19500000.0,hh.uz
1006,01/04/2025,unknown,PC Operator/Database Operator,Work,DECLARANT SUPPORT,Uzbekistan,Tashkent,"Excel, PowerPoint, Word","Responsibility, Adaptability",Russian,3500000.0,hh.uz
1007,01/11/2025,unknown,3D Specialist,Work,ChP DS TEAM,Uzbekistan,Tashkent,"Blender, Unreal Engine",Teamwork,"Russian C2, Uzbek",,hh.uz
1008,01/20/2025,unknown,IT specialist,Work,SP OLTIN KON,Uzbekistan,Tashkent,"IIS, PowerShell","Organizational skills, Leadership skills, Adaptability",,,hh.uz
1009,01/08/2025,unknown,Furniture designer,Work,ECO MEBEL SHIK,Uzbekistan,Tashkent,N/A,"Responsibility, Business communication, Design thinking","Russian B2, Uzbek B2",8250000.0,hh.uz
1010,01/16/2025,unknown,QA Automation Engineer,Work,VENTION,Uzbekistan,Tashkent,"Docker, Git, Java, JavaScript, Python","Communication, Teamwork, Mentorship, Adaptability",English,,hh.uz
1011,02/03/2025,unknown,Information technology specialist working with cash register equipment and software,Work,REGOS Software,Uzbekistan,Tashkent,N/A,"Communication, Adaptability, Self-Motivation","Russian C2, Uzbek C2",7500000.0,hh.uz
1012,01/13/2025,unknown,IT specialist,Work,SP OLTIN KON,Uzbekistan,Tashkent,"IIS, PowerShell","Organizational skills, Leadership skills, Adaptability",,,hh.uz
1013,01/21/2025,unknown,Graphic designer,Work,INSIGHT TEAM,Uzbekistan,Tashkent,Adobe Creative Suite,"Teamwork, Adaptability, Creativity",,6000000.0,hh.uz
1014,01/04/2025,unknown,Helpdesk Technical Support Specialist,Work,LUDITO,Uzbekistan,Tashkent,Linux,"Communication, Problem-Solving, Adaptability",,,hh.uz
